H_nm \ ratio_RtRb,0.4,0.5,0.6,0.7,0.8
6.0,6.990079397937359e-05,7.384959079552945e-05,7.898791307116178e-05,8.569865774755907e-05,9.438180986921896e-05
7.0,7.099058927490383e-05,7.492900413363778e-05,7.997442150051902e-05,8.652922680168176e-05,9.506235839286946e-05
8.0,7.459361256166091e-05,7.833652060676202e-05,8.302038202651755e-05,8.90402692772162e-05,9.692933280249698e-05
9.0,8.137957354393451e-05,8.511059598061164e-05,8.964354795807164e-05,9.530565624962988e-05,0.00010256798824832452
10.0,7.837578243541616e-05,8.206597951719624e-05,8.654414269277016e-05,9.213589526292617e-05,9.933385305107278e-05
11.0,8.123765840659961e-05,8.482546800124861e-05,8.912167591536155e-05,9.440382801095152e-05,0.00010110726099028634
